# Coding: utf-8
# File format version: 7
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2014-12-31T00:00:00.0
# Date end (ISO 8601): 2019-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.4312
# Longitude (positive East, ISO 19115): -6.2603
# Altitude (m): 73.00
# Elevation of CAMS cell (m): 230.54
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2026-02-11
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. AOD SO. Partial aerosol optical depth at 550 nm for secondary organic
#24. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#25. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#26. fiso. MODIS-like BRDF parameter fiso
#27. fvol. MODIS-like BRDF parameter fvol
#28. fgeo. MODIS-like BRDF parameter fgeo
#29. albedo. Ground albedo
#30. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#31. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#32. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#33. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#36. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;AOD SO;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2014-12-31T12:00:00.0/2014-12-31T12:01:00.0;11.4261;9.0180;8.0423;0.9757;16.5143;9.0180;8.0423;0.9757;16.5143;1.0000;60.8571;0.0079;294.3875;4.7933;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1503;0.000000;0;0;9.0180;8.0423;0.9757;16.5143
2014-12-31T12:01:00.0/2014-12-31T12:02:00.0;11.4349;9.0257;8.0496;0.9761;16.5166;9.0257;8.0496;0.9761;16.5166;1.0000;60.8325;0.0079;294.3659;4.7950;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1503;0.000000;0;0;9.0257;8.0496;0.9761;16.5166
2014-12-31T12:02:00.0/2014-12-31T12:03:00.0;11.4434;9.0331;8.0567;0.9765;16.5188;9.0331;8.0567;0.9765;16.5188;1.0000;60.8088;0.0079;294.3444;4.7967;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1503;0.000000;0;0;9.0331;8.0567;0.9765;16.5188
2014-12-31T12:03:00.0/2014-12-31T12:04:00.0;11.4516;9.0403;8.0634;0.9768;16.5209;9.0403;8.0634;0.9768;16.5209;1.0000;60.7860;0.0079;294.3228;4.7984;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0403;8.0634;0.9768;16.5209
2014-12-31T12:04:00.0/2014-12-31T12:05:00.0;11.4594;9.0471;8.0699;0.9772;16.5229;9.0471;8.0699;0.9772;16.5229;1.0000;60.7640;0.0079;294.3012;4.8001;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0471;8.0699;0.9772;16.5229
2014-12-31T12:05:00.0/2014-12-31T12:06:00.0;11.4669;9.0537;8.0761;0.9775;16.5248;9.0537;8.0761;0.9775;16.5248;1.0000;60.7430;0.0079;294.2797;4.8018;0.0011;0.0000;0.0015;0.0091;0.0054;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0537;8.0761;0.9775;16.5248
2014-12-31T12:06:00.0/2014-12-31T12:07:00.0;11.4741;9.0599;8.0821;0.9779;16.5266;9.0599;8.0821;0.9779;16.5266;1.0000;60.7229;0.0079;294.2581;4.8035;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0599;8.0821;0.9779;16.5266
2014-12-31T12:07:00.0/2014-12-31T12:08:00.0;11.4810;9.0659;8.0877;0.9782;16.5283;9.0659;8.0877;0.9782;16.5283;1.0000;60.7037;0.0079;294.2365;4.8052;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0659;8.0877;0.9782;16.5283
2014-12-31T12:08:00.0/2014-12-31T12:09:00.0;11.4875;9.0716;8.0931;0.9785;16.5298;9.0716;8.0931;0.9785;16.5298;1.0000;60.6854;0.0079;294.2150;4.8070;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0716;8.0931;0.9785;16.5298
2014-12-31T12:09:00.0/2014-12-31T12:10:00.0;11.4937;9.0770;8.0982;0.9788;16.5313;9.0770;8.0982;0.9788;16.5313;1.0000;60.6680;0.0079;294.1934;4.8087;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0770;8.0982;0.9788;16.5313
2014-12-31T12:10:00.0/2014-12-31T12:11:00.0;11.4996;9.0821;8.1030;0.9791;16.5327;9.0821;8.1030;0.9791;16.5327;1.0000;60.6515;0.0079;294.1719;4.8104;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1502;0.000000;0;0;9.0821;8.1030;0.9791;16.5327
2014-12-31T12:11:00.0/2014-12-31T12:12:00.0;11.5052;9.0869;8.1075;0.9794;16.5339;9.0869;8.1075;0.9794;16.5339;1.0000;60.6360;0.0079;294.1503;4.8121;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1501;0.000000;0;0;9.0869;8.1075;0.9794;16.5339
2014-12-31T12:12:00.0/2014-12-31T12:13:00.0;11.5104;9.0915;8.1118;0.9797;16.5351;9.0915;8.1118;0.9797;16.5351;1.0000;60.6213;0.0079;294.1287;4.8138;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1501;0.000000;0;0;9.0915;8.1118;0.9797;16.5351
2014-12-31T12:13:00.0/2014-12-31T12:14:00.0;11.5153;9.0957;8.1157;0.9799;16.5361;9.0957;8.1157;0.9799;16.5361;1.0000;60.6075;0.0079;294.1072;4.8155;0.0011;0.0000;0.0015;0.0091;0.0055;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0292;0.1501;0.000000;0;0;9.0957;8.1157;0.9799;16.5361
2014-12-31T12:14:00.0/2014-12-31T12:15:00.0;11.5199;9.0996;8.1194;0.9802;16.5370;9.0996;8.1194;0.9802;16.5370;1.0000;60.5947;0.0079;294.0856;4.8172;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0996;8.1194;0.9802;16.5370
2014-12-31T12:15:00.0/2014-12-31T12:16:00.0;11.5242;9.1033;8.1228;0.9804;16.5379;9.1033;8.1228;0.9804;16.5379;1.0000;60.5827;0.0079;294.0640;4.8189;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1033;8.1228;0.9804;16.5379
2014-12-31T12:16:00.0/2014-12-31T12:17:00.0;11.5281;9.1066;8.1260;0.9807;16.5386;9.1066;8.1260;0.9807;16.5386;1.0000;60.5717;0.0079;294.0425;4.8206;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1066;8.1260;0.9807;16.5386
2014-12-31T12:17:00.0/2014-12-31T12:18:00.0;11.5317;9.1097;8.1288;0.9809;16.5392;9.1097;8.1288;0.9809;16.5392;1.0000;60.5616;0.0079;294.0209;4.8223;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1097;8.1288;0.9809;16.5392
2014-12-31T12:18:00.0/2014-12-31T12:19:00.0;11.5350;9.1125;8.1314;0.9811;16.5398;9.1125;8.1314;0.9811;16.5398;1.0000;60.5524;0.0079;293.9993;4.8240;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1125;8.1314;0.9811;16.5398
2014-12-31T12:19:00.0/2014-12-31T12:20:00.0;11.5379;9.1149;8.1337;0.9813;16.5402;9.1149;8.1337;0.9813;16.5402;1.0000;60.5441;0.0079;293.9778;4.8257;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1149;8.1337;0.9813;16.5402
2014-12-31T12:20:00.0/2014-12-31T12:21:00.0;11.5406;9.1171;8.1357;0.9814;16.5405;9.1171;8.1357;0.9814;16.5405;1.0000;60.5368;0.0079;293.9562;4.8275;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1171;8.1357;0.9814;16.5405
2014-12-31T12:21:00.0/2014-12-31T12:22:00.0;11.5429;9.1190;8.1374;0.9816;16.5407;9.1190;8.1374;0.9816;16.5407;1.0000;60.5303;0.0079;293.9347;4.8292;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1190;8.1374;0.9816;16.5407
2014-12-31T12:22:00.0/2014-12-31T12:23:00.0;11.5448;9.1206;8.1388;0.9818;16.5408;9.1206;8.1388;0.9818;16.5408;1.0000;60.5247;0.0079;293.9131;4.8309;0.0011;0.0000;0.0015;0.0091;0.0056;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1206;8.1388;0.9818;16.5408
2014-12-31T12:23:00.0/2014-12-31T12:24:00.0;11.5465;9.1219;8.1400;0.9819;16.5408;9.1219;8.1400;0.9819;16.5408;1.0000;60.5201;0.0079;293.8915;4.8326;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1219;8.1400;0.9819;16.5408
2014-12-31T12:24:00.0/2014-12-31T12:25:00.0;11.5478;9.1230;8.1409;0.9821;16.5407;9.1230;8.1409;0.9821;16.5407;1.0000;60.5164;0.0079;293.8700;4.8343;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1230;8.1409;0.9821;16.5407
2014-12-31T12:25:00.0/2014-12-31T12:26:00.0;11.5488;9.1237;8.1415;0.9822;16.5404;9.1237;8.1415;0.9822;16.5404;1.0000;60.5136;0.0079;293.8484;4.8360;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1237;8.1415;0.9822;16.5404
2014-12-31T12:26:00.0/2014-12-31T12:27:00.0;11.5495;9.1241;8.1418;0.9823;16.5401;9.1241;8.1418;0.9823;16.5401;1.0000;60.5117;0.0079;293.8268;4.8377;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1241;8.1418;0.9823;16.5401
2014-12-31T12:27:00.0/2014-12-31T12:28:00.0;11.5498;9.1243;8.1418;0.9824;16.5397;9.1243;8.1418;0.9824;16.5397;1.0000;60.5107;0.0079;293.8053;4.8394;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1500;0.000000;0;0;9.1243;8.1418;0.9824;16.5397
2014-12-31T12:28:00.0/2014-12-31T12:29:00.0;11.5499;9.1241;8.1416;0.9825;16.5392;9.1241;8.1416;0.9825;16.5392;1.0000;60.5107;0.0079;293.7837;4.8411;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1500;0.000000;0;0;9.1241;8.1416;0.9825;16.5392
2014-12-31T12:29:00.0/2014-12-31T12:30:00.0;11.5495;9.1237;8.1411;0.9826;16.5385;9.1237;8.1411;0.9826;16.5385;1.0000;60.5115;0.0079;293.7622;4.8428;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1237;8.1411;0.9826;16.5385
2014-12-31T12:30:00.0/2014-12-31T12:31:00.0;11.5489;9.1229;8.1403;0.9827;16.5378;9.1229;8.1403;0.9827;16.5378;1.0000;60.5133;0.0080;293.7406;4.8445;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1229;8.1403;0.9827;16.5378
2014-12-31T12:31:00.0/2014-12-31T12:32:00.0;11.5480;9.1219;8.1392;0.9827;16.5370;9.1219;8.1392;0.9827;16.5370;1.0000;60.5160;0.0080;293.7190;4.8462;0.0011;0.0000;0.0015;0.0091;0.0057;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1219;8.1392;0.9827;16.5370
2014-12-31T12:32:00.0/2014-12-31T12:33:00.0;11.5467;9.1206;8.1378;0.9828;16.5360;9.1206;8.1378;0.9828;16.5360;1.0000;60.5196;0.0080;293.6975;4.8480;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1206;8.1378;0.9828;16.5360
2014-12-31T12:33:00.0/2014-12-31T12:34:00.0;11.5451;9.1190;8.1362;0.9828;16.5350;9.1190;8.1362;0.9828;16.5350;1.0000;60.5241;0.0080;293.6759;4.8497;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1190;8.1362;0.9828;16.5350
2014-12-31T12:34:00.0/2014-12-31T12:35:00.0;11.5431;9.1171;8.1342;0.9828;16.5338;9.1171;8.1342;0.9828;16.5338;1.0000;60.5295;0.0080;293.6543;4.8514;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1171;8.1342;0.9828;16.5338
2014-12-31T12:35:00.0/2014-12-31T12:36:00.0;11.5409;9.1149;8.1320;0.9829;16.5326;9.1149;8.1320;0.9829;16.5326;1.0000;60.5359;0.0080;293.6328;4.8531;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1149;8.1320;0.9829;16.5326
2014-12-31T12:36:00.0/2014-12-31T12:37:00.0;11.5383;9.1124;8.1295;0.9829;16.5312;9.1124;8.1295;0.9829;16.5312;1.0000;60.5431;0.0080;293.6112;4.8548;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1124;8.1295;0.9829;16.5312
2014-12-31T12:37:00.0/2014-12-31T12:38:00.0;11.5354;9.1096;8.1267;0.9829;16.5297;9.1096;8.1267;0.9829;16.5297;1.0000;60.5513;0.0080;293.5896;4.8565;0.0011;0.0000;0.0015;0.0091;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1096;8.1267;0.9829;16.5297
2014-12-31T12:38:00.0/2014-12-31T12:39:00.0;11.5321;9.1065;8.1237;0.9828;16.5282;9.1065;8.1237;0.9828;16.5282;1.0000;60.5604;0.0080;293.5681;4.8582;0.0011;0.0000;0.0015;0.0092;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1065;8.1237;0.9828;16.5282
2014-12-31T12:39:00.0/2014-12-31T12:40:00.0;11.5286;9.1032;8.1204;0.9828;16.5265;9.1032;8.1204;0.9828;16.5265;1.0000;60.5704;0.0080;293.5465;4.8599;0.0011;0.0000;0.0015;0.0092;0.0058;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.1032;8.1204;0.9828;16.5265
2014-12-31T12:40:00.0/2014-12-31T12:41:00.0;11.5247;9.0995;8.1167;0.9828;16.5247;9.0995;8.1167;0.9828;16.5247;1.0000;60.5813;0.0080;293.5250;4.8616;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0995;8.1167;0.9828;16.5247
2014-12-31T12:41:00.0/2014-12-31T12:42:00.0;11.5205;9.0956;8.1128;0.9827;16.5228;9.0956;8.1128;0.9827;16.5228;1.0000;60.5931;0.0080;293.5034;4.8633;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0956;8.1128;0.9827;16.5228
2014-12-31T12:42:00.0/2014-12-31T12:43:00.0;11.5159;9.0913;8.1087;0.9827;16.5208;9.0913;8.1087;0.9827;16.5208;1.0000;60.6059;0.0080;293.4818;4.8650;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0913;8.1087;0.9827;16.5208
2014-12-31T12:43:00.0/2014-12-31T12:44:00.0;11.5110;9.0868;8.1042;0.9826;16.5187;9.0868;8.1042;0.9826;16.5187;1.0000;60.6195;0.0080;293.4603;4.8667;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0868;8.1042;0.9826;16.5187
2014-12-31T12:44:00.0/2014-12-31T12:45:00.0;11.5059;9.0820;8.0995;0.9825;16.5165;9.0820;8.0995;0.9825;16.5165;1.0000;60.6340;0.0080;293.4387;4.8685;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1501;0.000000;0;0;9.0820;8.0995;0.9825;16.5165
2014-12-31T12:45:00.0/2014-12-31T12:46:00.0;11.5003;9.0768;8.0944;0.9824;16.5142;9.0768;8.0944;0.9824;16.5142;1.0000;60.6495;0.0080;293.4171;4.8702;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0768;8.0944;0.9824;16.5142
2014-12-31T12:46:00.0/2014-12-31T12:47:00.0;11.4945;9.0714;8.0891;0.9823;16.5118;9.0714;8.0891;0.9823;16.5118;1.0000;60.6659;0.0080;293.3956;4.8719;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0714;8.0891;0.9823;16.5118
2014-12-31T12:47:00.0/2014-12-31T12:48:00.0;11.4883;9.0657;8.0836;0.9822;16.5092;9.0657;8.0836;0.9822;16.5092;1.0000;60.6832;0.0080;293.3740;4.8736;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0657;8.0836;0.9822;16.5092
2014-12-31T12:48:00.0/2014-12-31T12:49:00.0;11.4818;9.0598;8.0777;0.9821;16.5066;9.0598;8.0777;0.9821;16.5066;1.0000;60.7013;0.0080;293.3524;4.8753;0.0011;0.0000;0.0015;0.0092;0.0059;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0598;8.0777;0.9821;16.5066
2014-12-31T12:49:00.0/2014-12-31T12:50:00.0;11.4750;9.0535;8.0716;0.9819;16.5039;9.0535;8.0716;0.9819;16.5039;1.0000;60.7204;0.0080;293.3309;4.8770;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0535;8.0716;0.9819;16.5039
2014-12-31T12:50:00.0/2014-12-31T12:51:00.0;11.4679;9.0469;8.0652;0.9818;16.5010;9.0469;8.0652;0.9818;16.5010;1.0000;60.7404;0.0080;293.3093;4.8787;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0469;8.0652;0.9818;16.5010
2014-12-31T12:51:00.0/2014-12-31T12:52:00.0;11.4604;9.0401;8.0585;0.9816;16.4981;9.0401;8.0585;0.9816;16.4981;1.0000;60.7613;0.0080;293.2878;4.8804;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0401;8.0585;0.9816;16.4981
2014-12-31T12:52:00.0/2014-12-31T12:53:00.0;11.4526;9.0329;8.0515;0.9814;16.4950;9.0329;8.0515;0.9814;16.4950;1.0000;60.7831;0.0080;293.2662;4.8821;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1502;0.000000;0;0;9.0329;8.0515;0.9814;16.4950
2014-12-31T12:53:00.0/2014-12-31T12:54:00.0;11.4445;9.0255;8.0442;0.9812;16.4918;9.0255;8.0442;0.9812;16.4918;1.0000;60.8058;0.0080;293.2446;4.8838;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1503;0.000000;0;0;9.0255;8.0442;0.9812;16.4918
2014-12-31T12:54:00.0/2014-12-31T12:55:00.0;11.4360;9.0177;8.0367;0.9810;16.4886;9.0177;8.0367;0.9810;16.4886;1.0000;60.8295;0.0080;293.2231;4.8855;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1503;0.000000;0;0;9.0177;8.0367;0.9810;16.4886
2014-12-31T12:55:00.0/2014-12-31T12:56:00.0;11.4273;9.0097;8.0289;0.9808;16.4852;9.0097;8.0289;0.9808;16.4852;1.0000;60.8540;0.0080;293.2015;4.8872;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1503;0.000000;0;0;9.0097;8.0289;0.9808;16.4852
2014-12-31T12:56:00.0/2014-12-31T12:57:00.0;11.4182;9.0014;8.0208;0.9806;16.4817;9.0014;8.0208;0.9806;16.4817;1.0000;60.8794;0.0080;293.1799;4.8890;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1503;0.000000;0;0;9.0014;8.0208;0.9806;16.4817
2014-12-31T12:57:00.0/2014-12-31T12:58:00.0;11.4088;8.9928;8.0124;0.9804;16.4781;8.9928;8.0124;0.9804;16.4781;1.0000;60.9057;0.0080;293.1584;4.8907;0.0011;0.0000;0.0015;0.0092;0.0060;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1503;0.000000;0;0;8.9928;8.0124;0.9804;16.4781
2014-12-31T12:58:00.0/2014-12-31T12:59:00.0;11.3991;8.9839;8.0038;0.9801;16.4744;8.9839;8.0038;0.9801;16.4744;1.0000;60.9329;0.0080;293.1368;4.8924;0.0011;0.0000;0.0014;0.0092;0.0061;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1504;0.000000;0;0;8.9839;8.0038;0.9801;16.4744
2014-12-31T12:59:00.0/2014-12-31T13:00:00.0;11.3890;8.9747;7.9949;0.9799;16.4705;8.9747;7.9949;0.9799;16.4705;1.0000;60.9610;0.0080;293.1152;4.8941;0.0011;0.0000;0.0014;0.0092;0.0061;0.0000;0.0000;0.0000;nan;0;0.1753;0.0604;0.0291;0.1504;0.000000;0;0;8.9747;7.9949;0.9799;16.4705
