# Coding: utf-8
# File format version: 7
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2014-12-31T00:00:00.0
# Date end (ISO 8601): 2019-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.4312
# Longitude (positive East, ISO 19115): -6.2603
# Altitude (m): 73.00
# Elevation of CAMS cell (m): 230.54
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2026-02-11
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. AOD SO. Partial aerosol optical depth at 550 nm for secondary organic
#24. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#25. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#26. fiso. MODIS-like BRDF parameter fiso
#27. fvol. MODIS-like BRDF parameter fvol
#28. fgeo. MODIS-like BRDF parameter fgeo
#29. albedo. Ground albedo
#30. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#31. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#32. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#33. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#36. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;AOD SO;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2014-12-31T00:49:00.0/2014-12-31T00:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.2428;5.2352;0.0013;0.0000;0.0026;0.0104;0.0057;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:50:00.0/2014-12-31T00:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.2115;5.2322;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:51:00.0/2014-12-31T00:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.1802;5.2291;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:52:00.0/2014-12-31T00:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.1489;5.2261;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:53:00.0/2014-12-31T00:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.1176;5.2230;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:54:00.0/2014-12-31T00:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.0864;5.2200;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:55:00.0/2014-12-31T00:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.0551;5.2169;0.0013;0.0000;0.0026;0.0104;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:56:00.0/2014-12-31T00:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;307.0238;5.2138;0.0013;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:57:00.0/2014-12-31T00:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.9925;5.2108;0.0013;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:58:00.0/2014-12-31T00:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.9612;5.2077;0.0012;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T00:59:00.0/2014-12-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.9300;5.2047;0.0012;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:00:00.0/2014-12-31T01:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.8987;5.2016;0.0012;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:01:00.0/2014-12-31T01:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.8674;5.1986;0.0012;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:02:00.0/2014-12-31T01:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.8361;5.1955;0.0012;0.0000;0.0026;0.0103;0.0056;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:03:00.0/2014-12-31T01:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.8049;5.1925;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:04:00.0/2014-12-31T01:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.7736;5.1894;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:05:00.0/2014-12-31T01:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.7423;5.1863;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:06:00.0/2014-12-31T01:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.7110;5.1833;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:07:00.0/2014-12-31T01:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.6797;5.1802;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:08:00.0/2014-12-31T01:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.6485;5.1772;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:09:00.0/2014-12-31T01:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.6172;5.1741;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:10:00.0/2014-12-31T01:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.5859;5.1711;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:11:00.0/2014-12-31T01:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.5546;5.1680;0.0012;0.0000;0.0026;0.0103;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:12:00.0/2014-12-31T01:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.5233;5.1649;0.0012;0.0000;0.0026;0.0102;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:13:00.0/2014-12-31T01:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.4921;5.1619;0.0012;0.0000;0.0026;0.0102;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:14:00.0/2014-12-31T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.4608;5.1588;0.0012;0.0000;0.0026;0.0102;0.0055;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:15:00.0/2014-12-31T01:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.4295;5.1558;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:16:00.0/2014-12-31T01:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.3982;5.1527;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:17:00.0/2014-12-31T01:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.3669;5.1497;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:18:00.0/2014-12-31T01:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.3357;5.1466;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:19:00.0/2014-12-31T01:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.3044;5.1435;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:20:00.0/2014-12-31T01:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.2731;5.1405;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:21:00.0/2014-12-31T01:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.2418;5.1374;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:22:00.0/2014-12-31T01:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.2105;5.1344;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:23:00.0/2014-12-31T01:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.1793;5.1313;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:24:00.0/2014-12-31T01:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.1480;5.1283;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:25:00.0/2014-12-31T01:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.1167;5.1252;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:26:00.0/2014-12-31T01:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.0854;5.1221;0.0012;0.0000;0.0026;0.0102;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:27:00.0/2014-12-31T01:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.0541;5.1191;0.0012;0.0000;0.0026;0.0101;0.0054;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:28:00.0/2014-12-31T01:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;306.0229;5.1160;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:29:00.0/2014-12-31T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.9916;5.1130;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:30:00.0/2014-12-31T01:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.9603;5.1099;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:31:00.0/2014-12-31T01:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.9290;5.1069;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:32:00.0/2014-12-31T01:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.8978;5.1038;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:33:00.0/2014-12-31T01:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.8665;5.1007;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:34:00.0/2014-12-31T01:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.8352;5.0977;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:35:00.0/2014-12-31T01:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.8039;5.0946;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:36:00.0/2014-12-31T01:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.7726;5.0916;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:37:00.0/2014-12-31T01:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.7414;5.0885;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:38:00.0/2014-12-31T01:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.7101;5.0855;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:39:00.0/2014-12-31T01:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.6788;5.0824;0.0012;0.0000;0.0026;0.0101;0.0053;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:40:00.0/2014-12-31T01:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0072;305.6475;5.0793;0.0012;0.0000;0.0026;0.0101;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:41:00.0/2014-12-31T01:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.6162;5.0763;0.0012;0.0000;0.0026;0.0101;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:42:00.0/2014-12-31T01:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.5850;5.0732;0.0012;0.0000;0.0026;0.0101;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:43:00.0/2014-12-31T01:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.5537;5.0702;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:44:00.0/2014-12-31T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.5224;5.0671;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:45:00.0/2014-12-31T01:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.4911;5.0641;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:46:00.0/2014-12-31T01:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.4598;5.0610;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:47:00.0/2014-12-31T01:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.4286;5.0579;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2014-12-31T01:48:00.0/2014-12-31T01:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0073;305.3973;5.0549;0.0012;0.0000;0.0026;0.0100;0.0052;0.0000;0.0000;0.0000;nan;-1;0.1754;0.0602;0.0292;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
